truth_class,Predicted_class
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,making sushi
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,playing trumpet
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
playing bass guitar,singing
playing bass guitar,playing bass guitar
playing bass guitar,playing bass guitar
sharpening pencil,sharpening pencil
sharpening pencil,sharpening pencil
sharpening pencil,tasting food
sharpening pencil,using remote controller (not gaming)
sharpening pencil,sharpening pencil
sharpening pencil,brush painting
sharpening pencil,laughing
sharpening pencil,using remote controller (not gaming)
sharpening pencil,tai chi
sharpening pencil,sharpening pencil
sharpening pencil,changing wheel
sharpening pencil,reading book
sharpening pencil,sharpening pencil
sharpening pencil,sharpening pencil
sharpening pencil,sharpening pencil
sharpening pencil,sharpening pencil
sharpening pencil,sharpening pencil
sharpening pencil,sharpening pencil
sharpening pencil,ripping paper
sharpening pencil,sharpening pencil
skiing crosscountry,skiing crosscountry
skiing crosscountry,skiing crosscountry
skiing crosscountry,snowmobiling
skiing crosscountry,throwing axe
skiing crosscountry,skiing crosscountry
skiing crosscountry,ski jumping
skiing crosscountry,skiing crosscountry
skiing crosscountry,skiing crosscountry
skiing crosscountry,archery
skiing crosscountry,skiing crosscountry
skiing crosscountry,skiing (not slalom or crosscountry)
skiing crosscountry,ski jumping
skiing crosscountry,tobogganing
skiing crosscountry,skiing crosscountry
skiing crosscountry,ski jumping
skiing crosscountry,skiing crosscountry
skiing crosscountry,walking the dog
skiing crosscountry,skiing crosscountry
skiing crosscountry,skiing crosscountry
skiing crosscountry,biking through snow
skiing crosscountry,skiing crosscountry
skiing crosscountry,ski jumping
skiing crosscountry,skiing crosscountry
skiing crosscountry,skiing crosscountry
skiing crosscountry,skiing crosscountry
skiing crosscountry,skiing crosscountry
skiing crosscountry,skiing crosscountry
skiing crosscountry,skiing crosscountry
skiing crosscountry,skiing crosscountry
catching or throwing softball,catching or throwing softball
catching or throwing softball,playing kickball
catching or throwing softball,catching or throwing softball
catching or throwing softball,catching or throwing baseball
catching or throwing softball,catching or throwing softball
catching or throwing softball,catching or throwing baseball
catching or throwing softball,catching or throwing softball
catching or throwing softball,catching or throwing softball
catching or throwing softball,catching or throwing softball
catching or throwing softball,catching or throwing softball
catching or throwing softball,hitting baseball
catching or throwing softball,catching or throwing softball
catching or throwing softball,catching or throwing softball
catching or throwing softball,catching or throwing softball
catching or throwing softball,catching or throwing softball
catching or throwing softball,catching or throwing softball
catching or throwing softball,catching or throwing softball
catching or throwing softball,catching or throwing softball
catching or throwing softball,catching or throwing softball
catching or throwing softball,catching or throwing baseball
catching or throwing softball,catching or throwing softball
catching or throwing softball,passing American football (not in game)
catching or throwing softball,catching or throwing baseball
catching or throwing softball,passing American football (not in game)
catching or throwing softball,catching or throwing softball
catching or throwing softball,catching or throwing softball
catching or throwing softball,catching or throwing softball
catching or throwing softball,catching or throwing softball
catching or throwing softball,catching or throwing softball
riding camel,riding camel
riding camel,riding camel
riding camel,trimming trees
riding camel,riding camel
riding camel,riding camel
riding camel,riding camel
riding camel,riding camel
riding camel,riding camel
riding camel,riding camel
riding camel,riding camel
riding camel,riding camel
riding camel,riding camel
riding camel,riding camel
riding camel,riding camel
riding camel,riding camel
riding camel,riding camel
riding camel,riding camel
riding camel,archery
riding camel,riding camel
riding camel,riding camel
riding camel,riding camel
riding camel,riding camel
riding camel,riding camel
riding camel,riding camel
climbing a rope,tai chi
climbing a rope,bouncing on trampoline
climbing a rope,climbing a rope
climbing a rope,climbing a rope
climbing a rope,climbing a rope
climbing a rope,trapezing
climbing a rope,climbing a rope
climbing a rope,climbing tree
climbing a rope,climbing a rope
climbing a rope,climbing a rope
climbing a rope,climbing a rope
climbing a rope,rock climbing
climbing a rope,climbing tree
climbing a rope,climbing a rope
climbing a rope,climbing a rope
climbing a rope,climbing a rope
climbing a rope,climbing a rope
climbing a rope,trimming trees
climbing a rope,climbing a rope
climbing a rope,climbing a rope
climbing a rope,climbing a rope
climbing a rope,climbing a rope
climbing a rope,climbing a rope
playing drums,playing drums
playing drums,playing drums
playing drums,playing drums
playing drums,playing drums
playing drums,playing drums
playing drums,singing
playing drums,playing drums
playing drums,playing drums
playing drums,playing drums
playing drums,playing violin
playing drums,air drumming
playing drums,playing drums
playing drums,tai chi
playing drums,playing drums
playing drums,singing
playing drums,playing didgeridoo
playing drums,playing drums
playing drums,playing drums
playing drums,playing drums
playing drums,playing drums
playing drums,playing drums
playing drums,playing drums
playing drums,playing drums
playing drums,playing drums
playing drums,playing drums
playing drums,playing drums
playing drums,singing
playing drums,playing drums
playing drums,playing drums
ice climbing,ice climbing
ice climbing,ice climbing
ice climbing,ice climbing
ice climbing,rock climbing
ice climbing,rock climbing
ice climbing,ice climbing
ice climbing,ice climbing
ice climbing,ice climbing
ice climbing,ice climbing
ice climbing,ice climbing
ice climbing,ice climbing
ice climbing,ice climbing
ice climbing,ice climbing
ice climbing,ice climbing
ice climbing,skiing crosscountry
ice climbing,ice climbing
ice climbing,ice climbing
ice climbing,ice climbing
ice climbing,ice climbing
ice climbing,ice climbing
ice climbing,reading newspaper
ice climbing,ice climbing
ice climbing,ice climbing
ice climbing,ice climbing
ice climbing,ice skating
throwing axe,throwing axe
throwing axe,throwing axe
throwing axe,shot put
throwing axe,throwing axe
throwing axe,archery
throwing axe,throwing axe
throwing axe,throwing axe
throwing axe,passing American football (not in game)
throwing axe,throwing axe
throwing axe,throwing axe
throwing axe,throwing axe
throwing axe,throwing axe
throwing axe,throwing axe
throwing axe,throwing axe
throwing axe,throwing axe
throwing axe,throwing axe
throwing axe,throwing axe
throwing axe,throwing axe
throwing axe,throwing axe
throwing axe,throwing axe
throwing axe,throwing axe
throwing axe,throwing axe
throwing axe,throwing axe
throwing axe,answering questions
throwing axe,throwing axe
throwing axe,throwing axe
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,sign language interpreting
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,cooking on campfire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
extinguishing fire,extinguishing fire
situp,exercising with an exercise ball
situp,stretching arm
situp,folding clothes
situp,situp
situp,situp
situp,finger snapping
situp,situp
situp,situp
situp,situp
situp,situp
situp,exercising with an exercise ball
situp,situp
situp,situp
situp,throwing ball
situp,situp
situp,situp
situp,stretching leg
situp,drop kicking
situp,situp
situp,situp
situp,stretching leg
carving pumpkin,ripping paper
carving pumpkin,carving pumpkin
carving pumpkin,tai chi
carving pumpkin,carving pumpkin
carving pumpkin,carving pumpkin
carving pumpkin,carving pumpkin
carving pumpkin,carving pumpkin
carving pumpkin,carving pumpkin
carving pumpkin,waxing eyebrows
carving pumpkin,carving pumpkin
carving pumpkin,carving pumpkin
carving pumpkin,carving pumpkin
carving pumpkin,carving pumpkin
carving pumpkin,carving pumpkin
carving pumpkin,trimming or shaving beard
playing bagpipes,playing bagpipes
playing bagpipes,playing bagpipes
playing bagpipes,playing bagpipes
playing bagpipes,playing bagpipes
playing bagpipes,playing bagpipes
playing bagpipes,playing bagpipes
playing bagpipes,playing bagpipes
playing bagpipes,playing bagpipes
playing bagpipes,playing bagpipes
playing bagpipes,playing bagpipes
playing bagpipes,playing bagpipes
playing bagpipes,playing bagpipes
playing bagpipes,playing bagpipes
playing bagpipes,playing bagpipes
playing bagpipes,playing bagpipes
playing bagpipes,playing bagpipes
playing bagpipes,playing bagpipes
playing bagpipes,playing bagpipes
playing bagpipes,playing bagpipes
playing bagpipes,playing bagpipes
playing bagpipes,playing bagpipes
playing bagpipes,riding camel
playing bagpipes,extinguishing fire
playing bagpipes,playing bagpipes
playing bagpipes,playing bagpipes
pull ups,pull ups
pull ups,pull ups
pull ups,pull ups
pull ups,pull ups
pull ups,stretching arm
pull ups,pull ups
pull ups,pull ups
pull ups,pull ups
pull ups,pull ups
pull ups,pull ups
pull ups,faceplanting
pull ups,pull ups
pull ups,stretching arm
pull ups,pull ups
pull ups,pull ups
pull ups,pull ups
pull ups,pull ups
pull ups,pull ups
pull ups,pull ups
pull ups,pull ups
pull ups,pull ups
pull ups,pull ups
swing dancing,swing dancing
swing dancing,tap dancing
swing dancing,dancing charleston
swing dancing,salsa dancing
swing dancing,slapping
swing dancing,tango dancing
swing dancing,swing dancing
swing dancing,tai chi
swing dancing,high kick
swing dancing,swing dancing
swing dancing,tango dancing
swing dancing,tai chi
swing dancing,salsa dancing
swing dancing,swing dancing
swing dancing,bending back
swing dancing,dancing charleston
swing dancing,dancing charleston
swing dancing,swing dancing
massaging person's head,blowing out candles
massaging person's head,massaging person's head
massaging person's head,massaging person's head
massaging person's head,shaving head
massaging person's head,massaging person's head
massaging person's head,counting money
massaging person's head,massaging person's head
massaging person's head,petting animal (not cat)
massaging person's head,getting a haircut
massaging person's head,massaging person's head
massaging person's head,massaging person's head
massaging person's head,massaging person's head
massaging person's head,massaging person's head
massaging person's head,massaging person's head
massaging person's head,massaging person's head
massaging person's head,petting animal (not cat)
crawling baby,crawling baby
crawling baby,shaking head
crawling baby,crawling baby
crawling baby,crawling baby
crawling baby,crawling baby
crawling baby,crawling baby
crawling baby,crawling baby
crawling baby,playing harmonica
crawling baby,crawling baby
crawling baby,crawling baby
crawling baby,crawling baby
crawling baby,crawling baby
crawling baby,crawling baby
crawling baby,pushing car
crawling baby,crawling baby
crawling baby,kicking soccer ball
crawling baby,crawling baby
crawling baby,crawling baby
crawling baby,crawling baby
crawling baby,crawling baby
crawling baby,crawling baby
crawling baby,dunking basketball
crawling baby,crawling baby
crawling baby,crawling baby
crawling baby,crawling baby
crawling baby,drop kicking
crawling baby,crawling baby
crawling baby,crawling baby
crawling baby,crawling baby
crawling baby,crawling baby
pumping gas,pumping gas
pumping gas,pumping gas
pumping gas,pumping gas
pumping gas,pumping gas
pumping gas,headbutting
pumping gas,pumping gas
pumping gas,pumping gas
pumping gas,pumping gas
pumping gas,pumping gas
pumping gas,pumping gas
pumping gas,crying
pumping gas,driving tractor
pumping gas,pumping gas
pumping gas,pumping gas
pumping gas,pumping fist
pumping gas,news anchoring
pumping gas,slapping
pumping gas,pumping gas
pumping gas,pumping gas
pumping gas,pumping gas
pumping gas,feeding fish
pumping gas,pumping gas
pumping gas,changing oil
pumping gas,pumping gas
pumping gas,pumping gas
pumping gas,smoking hookah
pumping gas,pumping gas
pumping gas,pumping gas
pumping gas,pumping gas
pumping gas,pushing car
playing ukulele,playing ukulele
playing ukulele,playing ukulele
playing ukulele,playing ukulele
playing ukulele,smoking hookah
playing ukulele,playing ukulele
playing ukulele,playing ukulele
playing ukulele,playing ukulele
playing ukulele,playing ukulele
playing ukulele,playing ukulele
playing ukulele,playing ukulele
playing ukulele,playing ukulele
playing ukulele,playing ukulele
playing ukulele,playing ukulele
playing ukulele,tasting beer
playing ukulele,playing ukulele
playing ukulele,playing ukulele
playing ukulele,busking
playing ukulele,playing ukulele
playing ukulele,playing ukulele
playing ukulele,playing ukulele
playing ukulele,playing ukulele
playing ukulele,playing ukulele
playing ukulele,playing ukulele
setting table,setting table
setting table,setting table
setting table,slapping
setting table,setting table
setting table,setting table
setting table,setting table
setting table,setting table
setting table,shuffling cards
setting table,news anchoring
setting table,sign language interpreting
setting table,setting table
setting table,dining
setting table,making tea
setting table,setting table
setting table,setting table
setting table,folding napkins
setting table,stretching leg
setting table,juggling balls
setting table,texting
setting table,setting table
setting table,folding clothes
setting table,cleaning floor
setting table,setting table
setting table,setting table
setting table,setting table
setting table,setting table
setting table,setting table
setting table,setting table
setting table,making pizza
setting table,setting table
setting table,setting table
setting table,moving furniture
playing guitar,tapping guitar
playing guitar,beatboxing
playing guitar,strumming guitar
playing guitar,playing poker
playing guitar,playing guitar
playing guitar,strumming guitar
playing guitar,playing guitar
playing guitar,playing guitar
playing guitar,playing guitar
playing guitar,strumming guitar
playing guitar,playing guitar
playing guitar,strumming guitar
playing guitar,strumming guitar
playing guitar,strumming guitar
playing guitar,playing guitar
playing guitar,sign language interpreting
playing guitar,playing guitar
playing guitar,strumming guitar
playing guitar,playing guitar
playing guitar,playing guitar
playing guitar,playing guitar
playing guitar,playing guitar
driving car,driving car
driving car,canoeing or kayaking
driving car,riding elephant
driving car,driving car
driving car,driving car
driving car,shoveling snow
driving car,pushing car
driving car,cleaning windows
driving car,driving car
driving car,driving car
driving car,driving car
driving car,driving car
driving car,driving car
driving car,pushing car
driving car,changing wheel
driving car,driving car
driving car,driving car
driving car,driving car
picking fruit,picking fruit
picking fruit,picking fruit
picking fruit,shearing sheep
picking fruit,picking fruit
picking fruit,picking fruit
picking fruit,eating ice cream
picking fruit,picking fruit
picking fruit,picking fruit
picking fruit,picking fruit
picking fruit,picking fruit
picking fruit,peeling potatoes
picking fruit,picking fruit
picking fruit,picking fruit
picking fruit,picking fruit
picking fruit,picking fruit
picking fruit,picking fruit
picking fruit,picking fruit
picking fruit,picking fruit
picking fruit,crying
picking fruit,picking fruit
picking fruit,picking fruit
picking fruit,climbing tree
picking fruit,watering plants
picking fruit,picking fruit
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,cooking egg
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,giving or receiving award
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,crying
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
playing squash or racquetball,playing squash or racquetball
hugging,crying
hugging,slapping
hugging,waiting in line
hugging,hugging
hugging,busking
hugging,tickling
hugging,hugging
hugging,high kick
hugging,clapping
hugging,sign language interpreting
hugging,hugging
hugging,dancing macarena
hugging,dining
hugging,hugging
hugging,robot dancing
hugging,laughing
hugging,massaging back
hugging,answering questions
hugging,sniffing
hugging,giving or receiving award
hugging,kissing
hugging,tickling
hugging,hugging
hugging,hugging
hugging,faceplanting
hugging,headbanging
hugging,eating carrots
petting animal (not cat),petting animal (not cat)
petting animal (not cat),petting animal (not cat)
petting animal (not cat),petting animal (not cat)
petting animal (not cat),feeding goats
petting animal (not cat),petting animal (not cat)
petting animal (not cat),petting animal (not cat)
petting animal (not cat),feeding birds
petting animal (not cat),petting animal (not cat)
petting animal (not cat),feeding fish
petting animal (not cat),petting animal (not cat)
petting animal (not cat),grooming dog
petting animal (not cat),petting animal (not cat)
petting animal (not cat),petting animal (not cat)
petting animal (not cat),petting animal (not cat)
petting animal (not cat),petting animal (not cat)
petting animal (not cat),shearing sheep
petting animal (not cat),petting animal (not cat)
petting animal (not cat),petting animal (not cat)
petting animal (not cat),feeding goats
petting animal (not cat),feeding goats
making sushi,making sushi
making sushi,making sushi
making sushi,making sushi
making sushi,making sushi
making sushi,making sushi
making sushi,making sushi
making sushi,making sushi
making sushi,making sushi
making sushi,making sushi
making sushi,clay pottery making
making sushi,making sushi
making sushi,unboxing
making sushi,making sushi
making sushi,making sushi
making sushi,barbequing
making sushi,peeling apples
making sushi,making sushi
making sushi,making sushi
making sushi,cooking chicken
making sushi,making sushi
making sushi,breading or breadcrumbing
making sushi,making sushi
making sushi,cleaning windows
marching,marching
marching,marching
marching,marching
marching,marching
marching,marching
marching,marching
marching,marching
marching,marching
marching,marching
marching,marching
marching,marching
marching,marching
marching,marching
marching,marching
marching,marching
marching,marching
marching,marching
marching,marching
marching,marching
marching,marching
marching,marching
marching,marching
marching,marching
marching,marching
marching,marching
juggling fire,juggling fire
juggling fire,spinning poi
juggling fire,juggling fire
juggling fire,juggling fire
juggling fire,juggling fire
juggling fire,juggling fire
juggling fire,juggling fire
juggling fire,juggling fire
juggling fire,juggling fire
juggling fire,juggling fire
juggling fire,juggling fire
juggling fire,juggling fire
juggling fire,juggling fire
juggling fire,juggling fire
juggling fire,juggling fire
juggling fire,smoking
juggling fire,juggling fire
juggling fire,juggling fire
juggling fire,front raises
juggling fire,juggling fire
juggling fire,juggling fire
juggling fire,sniffing
juggling fire,juggling fire
juggling fire,juggling fire
juggling fire,juggling fire
juggling fire,juggling fire
juggling fire,juggling fire
playing poker,playing poker
playing poker,playing poker
playing poker,playing poker
playing poker,playing poker
playing poker,playing poker
playing poker,playing poker
playing poker,playing poker
playing poker,playing poker
playing poker,playing poker
playing poker,playing poker
playing poker,playing poker
playing poker,archery
hurling (sport),hurling (sport)
hurling (sport),hurling (sport)
hurling (sport),hurling (sport)
hurling (sport),tai chi
hurling (sport),hurling (sport)
hurling (sport),hurling (sport)
hurling (sport),hurling (sport)
hurling (sport),playing badminton
hurling (sport),hurling (sport)
hurling (sport),celebrating
hurling (sport),dodgeball
hurling (sport),hurling (sport)
hurling (sport),passing American football (not in game)
hurling (sport),hurling (sport)
hurling (sport),celebrating
hurling (sport),hurling (sport)
hurling (sport),building shed
hurling (sport),hurling (sport)
hurling (sport),hurling (sport)
hurling (sport),hurling (sport)
hurling (sport),planting trees
hurling (sport),hurling (sport)
hurling (sport),cleaning windows
hurling (sport),hurling (sport)
hurling (sport),passing American football (not in game)
playing kickball,playing kickball
playing kickball,playing kickball
playing kickball,throwing discus
playing kickball,playing kickball
playing kickball,playing kickball
playing kickball,playing kickball
playing kickball,catching or throwing baseball
playing kickball,playing kickball
playing kickball,playing kickball
playing kickball,mowing lawn
playing kickball,playing kickball
playing kickball,catching or throwing baseball
playing kickball,playing kickball
playing kickball,playing kickball
playing kickball,playing kickball
playing kickball,playing kickball
playing kickball,playing kickball
playing kickball,playing kickball
playing kickball,playing kickball
playing kickball,playing kickball
playing kickball,playing kickball
playing kickball,presenting weather forecast
playing kickball,playing tennis
playing kickball,playing kickball
playing kickball,playing kickball
shaking hands,celebrating
shaking hands,petting cat
shaking hands,salsa dancing
shaking hands,disc golfing
shaking hands,applauding
shaking hands,rock scissors paper
shaking hands,dunking basketball
shaking hands,auctioning
shaking hands,shaking hands
shaking hands,crying
shaking hands,petting cat
shaking hands,giving or receiving award
shaking hands,petting cat
shaking hands,applauding
shaking hands,playing volleyball
shaking hands,shaking hands
shaking hands,playing harp
shaking hands,grooming dog
shaking hands,dancing macarena
shaking hands,petting cat
shaking hands,stretching arm
shaking hands,shaking hands
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,getting a tattoo
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,answering questions
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,brush painting
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,trimming or shaving beard
trimming or shaving beard,trimming or shaving beard
opening bottle,opening bottle
opening bottle,opening bottle
opening bottle,blowing glass
opening bottle,headbutting
opening bottle,opening bottle
opening bottle,opening bottle
opening bottle,opening bottle
opening bottle,opening bottle
opening bottle,opening bottle
opening bottle,opening bottle
opening bottle,opening bottle
opening bottle,drinking beer
opening bottle,opening bottle
opening bottle,opening bottle
opening bottle,opening bottle
opening bottle,drinking beer
opening bottle,tasting beer
opening bottle,folding clothes
opening bottle,opening bottle
opening bottle,opening bottle
opening bottle,opening bottle
opening bottle,throwing axe
opening bottle,giving or receiving award
opening bottle,opening bottle
opening bottle,opening bottle
opening bottle,opening bottle
opening bottle,opening bottle
opening bottle,making bed
opening bottle,opening bottle
opening bottle,opening bottle
stretching arm,stretching arm
stretching arm,dancing ballet
stretching arm,stretching arm
stretching arm,stretching leg
stretching arm,stretching arm
stretching arm,stretching arm
stretching arm,stretching arm
stretching arm,stretching arm
stretching arm,high kick
stretching arm,yoga
stretching arm,stretching arm
stretching arm,stretching arm
stretching arm,exercising arm
stretching arm,push up
stretching arm,stretching arm
stretching arm,stretching arm
stretching arm,playing tennis
stretching arm,stretching leg
stretching arm,stretching arm
stretching arm,parkour
stretching arm,gymnastics tumbling
stretching arm,stretching leg
stretching arm,stretching arm
stretching arm,exercising with an exercise ball
stretching arm,stretching leg
stretching arm,stretching arm
stretching arm,capoeira
stretching arm,stretching arm
stretching arm,stretching leg
stretching arm,stretching arm
stretching arm,stretching arm
stretching arm,stretching arm
stretching arm,yoga
stretching arm,stretching arm
blowing out candles,blowing out candles
blowing out candles,blowing out candles
blowing out candles,blowing out candles
blowing out candles,drinking
blowing out candles,waxing back
blowing out candles,setting table
blowing out candles,blowing out candles
blowing out candles,blowing out candles
blowing out candles,blowing out candles
blowing out candles,blowing out candles
blowing out candles,blowing out candles
blowing out candles,blowing out candles
blowing out candles,blowing out candles
blowing out candles,blowing out candles
blowing out candles,blowing out candles
blowing out candles,blowing out candles
blowing out candles,singing
blowing out candles,blowing out candles
blowing out candles,blowing out candles
blowing out candles,blowing out candles
blowing out candles,barbequing
blowing out candles,blowing out candles
blowing out candles,blowing out candles
blowing out candles,blowing out candles
blowing out candles,blowing out candles
blowing out candles,headbutting
blowing out candles,blowing out candles
blowing out candles,blowing out candles
blowing out candles,blowing out candles
blowing out candles,bookbinding
baking cookies,baking cookies
baking cookies,making a cake
baking cookies,baking cookies
baking cookies,baking cookies
baking cookies,baking cookies
baking cookies,baking cookies
baking cookies,baking cookies
baking cookies,baking cookies
baking cookies,baking cookies
baking cookies,making tea
baking cookies,baking cookies
baking cookies,sticking tongue out
baking cookies,kissing
baking cookies,tossing salad
baking cookies,tai chi
baking cookies,washing dishes
baking cookies,making a cake
baking cookies,baking cookies
swimming butterfly stroke,swimming butterfly stroke
swimming butterfly stroke,swimming breast stroke
swimming butterfly stroke,swimming butterfly stroke
swimming butterfly stroke,swimming butterfly stroke
swimming butterfly stroke,swimming backstroke
swimming butterfly stroke,swimming butterfly stroke
swimming butterfly stroke,swimming butterfly stroke
swimming butterfly stroke,swimming butterfly stroke
swimming butterfly stroke,swimming butterfly stroke
swimming butterfly stroke,swimming backstroke
swimming butterfly stroke,swimming butterfly stroke
swimming butterfly stroke,swimming butterfly stroke
swimming butterfly stroke,springboard diving
swimming butterfly stroke,swimming butterfly stroke
swimming butterfly stroke,swimming butterfly stroke
swimming butterfly stroke,swimming butterfly stroke
swimming butterfly stroke,cleaning pool
swimming butterfly stroke,swimming butterfly stroke
swimming butterfly stroke,swimming butterfly stroke
swimming butterfly stroke,swimming butterfly stroke
swimming butterfly stroke,swimming backstroke
swimming butterfly stroke,swimming backstroke
swimming butterfly stroke,swimming butterfly stroke
swimming butterfly stroke,swimming butterfly stroke
swimming butterfly stroke,swimming butterfly stroke
swimming butterfly stroke,swimming butterfly stroke
swimming butterfly stroke,swimming butterfly stroke
swimming butterfly stroke,swimming breast stroke
swimming butterfly stroke,swimming butterfly stroke
swimming butterfly stroke,swimming backstroke
swimming butterfly stroke,swimming backstroke
spray painting,spray painting
spray painting,spray painting
spray painting,cleaning gutters
spray painting,spraying
spray painting,spray painting
spray painting,spray painting
spray painting,spray painting
spray painting,motorcycling
spray painting,spray painting
spray painting,spray painting
spray painting,spray painting
spray painting,egg hunting
spray painting,catching or throwing baseball
spray painting,spray painting
spray painting,spray painting
spray painting,welding
spray painting,spray painting
spray painting,spray painting
spray painting,spray painting
spray painting,spray painting
spray painting,massaging back
spray painting,spray painting
diving cliff,diving cliff
diving cliff,scuba diving
diving cliff,diving cliff
diving cliff,diving cliff
diving cliff,snorkeling
diving cliff,swinging on something
diving cliff,diving cliff
diving cliff,diving cliff
diving cliff,clean and jerk
diving cliff,diving cliff
diving cliff,diving cliff
diving cliff,answering questions
diving cliff,diving cliff
diving cliff,diving cliff
diving cliff,diving cliff
diving cliff,diving cliff
diving cliff,crying
diving cliff,snorkeling
diving cliff,parasailing
diving cliff,diving cliff
diving cliff,diving cliff
diving cliff,diving cliff
diving cliff,jumping into pool
diving cliff,diving cliff
diving cliff,singing
catching or throwing frisbee,catching or throwing frisbee
catching or throwing frisbee,driving car
catching or throwing frisbee,throwing ball
catching or throwing frisbee,catching or throwing frisbee
catching or throwing frisbee,somersaulting
catching or throwing frisbee,water sliding
catching or throwing frisbee,swinging on something
catching or throwing frisbee,javelin throw
catching or throwing frisbee,catching or throwing frisbee
catching or throwing frisbee,catching or throwing frisbee
catching or throwing frisbee,catching or throwing frisbee
catching or throwing frisbee,catching or throwing frisbee
catching or throwing frisbee,catching or throwing frisbee
catching or throwing frisbee,catching or throwing frisbee
catching or throwing frisbee,catching or throwing frisbee
catching or throwing frisbee,catching or throwing frisbee
catching or throwing frisbee,catching or throwing frisbee
catching or throwing frisbee,jogging
catching or throwing frisbee,catching or throwing frisbee
catching or throwing frisbee,catching or throwing baseball
catching or throwing frisbee,flying kite
catching or throwing frisbee,kicking soccer ball
catching or throwing frisbee,catching or throwing frisbee
feeding goats,feeding goats
feeding goats,feeding goats
feeding goats,feeding goats
feeding goats,feeding goats
feeding goats,feeding goats
feeding goats,feeding goats
feeding goats,feeding goats
feeding goats,feeding goats
feeding goats,feeding goats
feeding goats,feeding goats
feeding goats,feeding goats
feeding goats,feeding goats
feeding goats,feeding goats
feeding goats,petting animal (not cat)
feeding goats,walking the dog
feeding goats,feeding goats
feeding goats,feeding goats
feeding goats,petting animal (not cat)
feeding goats,feeding goats
feeding goats,feeding goats
feeding goats,feeding goats
feeding goats,feeding goats
feeding goats,feeding goats
feeding goats,feeding goats
feeding goats,feeding goats
playing trumpet,playing trumpet
